"","PMID","title","author_list","citation","journal","year","DOI","position","author_name","lead_or_other"
"79",32557892,"Central and peripheral muscle fatigue following repeated-sprint running in moderate and severe hypoxia","Townsend N, Brocherie F, Millet GP, Girard O.","Exp Physiol. 2021 Jan;106(1):126-138. doi: 10.1113/EP088485. Epub 2020 Jul 5.","Exp Physiol",2021,"10.1113/EP088485","lead_author","Townsend N","lead"
"80",11510806,"The voluntary drive to breathe is not decreased in hypercapnic patients with severe COPD","Topeli A, Laghi F, Tobin MJ.","Eur Respir J. 2001 Jul;18(1):53-60. doi: 10.1183/09031936.01.00014101.","Eur Respir J",2001,"10.1183/09031936.01.00014101","lead_author","Topeli A","lead"
"81",30015134,"Global electromyographic signal characteristics depend on maximal isometric contraction method in the knee extensors","Tomko PM, Colquhoun RJ, Magrini MA, Muddle TWD, Jenkins NDM.","J Electromyogr Kinesiol. 2018 Oct;42:111-116. doi: 10.1016/j.jelekin.2018.07.002. Epub 2018 Jul 10.","J Electromyogr Kinesiol",2018,"10.1016/j.jelekin.2018.07.002","lead_author","Tomko PM","lead"
"82",21735216,"Fatigue after short (100-m), medium (200-m) and long (400-m) treadmill sprints","Tomazin K, Morin JB, Strojnik V, Podpecan A, Millet GY.","Eur J Appl Physiol. 2012 Mar;112(3):1027-36. doi: 10.1007/s00421-011-2058-1. Epub 2011 Jul 7.","Eur J Appl Physiol",2012,"10.1007/s00421-011-2058-1","lead_author","Tomazin K","lead"
"83",34202491,"Neuromuscular Adaptations after an Altitude Training Camp in Elite Judo Athletes","Tomazin K, Almeida F, Stirn I, Padial P, Bonitch-Góngora J, Morales-Artacho AJ, Strojnik V, Feriche B.","Int J Environ Res Public Health. 2021 Jun 24;18(13):6777. doi: 10.3390/ijerph18136777.","Int J Environ Res Public Health",2021,"10.3390/ijerph18136777","lead_author","Tomazin K","lead"
"84",27918667,"Etiology of Neuromuscular Fatigue After Repeated Sprints Depends on Exercise Modality","Tomazin K, Morin JB, Millet GY.","Int J Sports Physiol Perform. 2017 Aug;12(7):878-885. doi: 10.1123/ijspp.2016-0200. Epub 2016 Dec 5.","Int J Sports Physiol Perform",2017,"10.1123/ijspp.2016-0200","lead_author","Tomazin K","lead"
"85",29126270,"Neural Plasticity with Age: Unilateral Maximal Strength Training Augments Efferent Neural Drive to the Contralateral Limb in Older Adults","Tøien T, Unhjem R, Øren TS, Kvellestad ACG, Hoff J, Wang E.","J Gerontol A Biol Sci Med Sci. 2018 Apr 17;73(5):596-602. doi: 10.1093/gerona/glx218.","J Gerontol A Biol Sci Med Sci",2018,"10.1093/gerona/glx218","lead_author","Tøien T","lead"
"86",28240711,"Self-Paced Team-Sport Match Simulation Results in Reductions in Voluntary Activation and Modifications to Biological, Perceptual, and Performance Measures at Halftime and for up to 96 Hours Postmatch","Tofari PJ, Kemp JG, Cormack SJ.","J Strength Cond Res. 2018 Dec;32(12):3552-3563. doi: 10.1519/JSC.0000000000001875.","J Strength Cond Res",2018,"10.1519/JSC.0000000000001875","lead_author","Tofari PJ","lead"
"87",26427047,"Reliability of measures of quadriceps muscle function using magnetic stimulation","Tofari PJ, Opar DA, Kemp JG, Billaut F, Cormack S.","Muscle Nerve. 2016 May;53(5):770-8. doi: 10.1002/mus.24926. Epub 2016 Mar 28.","Muscle Nerve",2016,"10.1002/mus.24926","lead_author","Tofari PJ","lead"
"88",15170616,"Measurement and reproducibility of strength and voluntary activation of lower-limb muscles","Todd G, Gorman RB, Gandevia SC.","Muscle Nerve. 2004 Jun;29(6):834-42. doi: 10.1002/mus.20027.","Muscle Nerve",2004,"10.1002/mus.20027","lead_author","Todd G","lead"
"89",15033969,"Reproducible measurement of voluntary activation of human elbow flexors with motor cortical stimulation","Todd G, Taylor JL, Gandevia SC.","J Appl Physiol (1985). 2004 Jul;97(1):236-42. doi: 10.1152/japplphysiol.01336.2003. Epub 2004 Mar 19.","J Appl Physiol (1985)",2004,"10.1152/japplphysiol.01336.2003","lead_author","Todd G","lead"
"90",19407256,"Role of the respiratory muscles in acute respiratory failure of COPD: lessons from weaning failure","Tobin MJ, Laghi F, Brochard L.","J Appl Physiol (1985). 2009 Sep;107(3):962-70. doi: 10.1152/japplphysiol.00165.2009. Epub 2009 Apr 30.","J Appl Physiol (1985)",2009,"10.1152/japplphysiol.00165.2009","lead_author","Tobin MJ","lead"
"91",21319165,"Short-term unilateral resistance training affects the agonist-antagonist but not the force-agonist activation relationship","Tillin NA, Pain MT, Folland JP.","Muscle Nerve. 2011 Mar;43(3):375-84. doi: 10.1002/mus.21885.","Muscle Nerve",2011,"10.1002/mus.21885","lead_author","Tillin NA","lead"
"92",23349681,"Muscle activity and inactivity periods during normal daily life","Tikkanen O, Haakana P, Pesola AJ, Häkkinen K, Rantalainen T, Havu M, Pullinen T, Finni T.","PLoS One. 2013;8(1):e52228. doi: 10.1371/journal.pone.0052228. Epub 2013 Jan 18.","PLoS One",2013,"10.1371/journal.pone.0052228","lead_author","Tikkanen O","lead"
"93",34672767,"On the implication of dietary nitrate supplementation for the hemodynamic and fatigue response to cycling exercise","Thurston TS, Weavil JC, Hureau TJ, Gifford JR, Georgescu VP, Wan HY, La Salle DT, Richardson RS, Amann M.","J Appl Physiol (1985). 2021 Dec 1;131(6):1691-1700. doi: 10.1152/japplphysiol.00400.2021. Epub 2021 Oct 21.","J Appl Physiol (1985)",2021,"10.1152/japplphysiol.00400.2021","lead_author","Thurston TS","lead"
"94",30171987,"Antagonism of the D(2) dopamine receptor enhances tremor but reduces voluntary muscle activation in humans","Thorstensen JR, Tucker MG, Kavanagh JJ.","Neuropharmacology. 2018 Oct;141:343-352. doi: 10.1016/j.neuropharm.2018.08.029. Epub 2018 Aug 29.","Neuropharmacology",2018,"10.1016/j.neuropharm.2018.08.029","lead_author","Thorstensen JR","lead"
"95",16339343,"Voluntary muscle activation is impaired by core temperature rather than local muscle temperature","Thomas MM, Cheung SS, Elder GC, Sleivert GG.","J Appl Physiol (1985). 2006 Apr;100(4):1361-9. doi: 10.1152/japplphysiol.00945.2005. Epub 2005 Dec 8.","J Appl Physiol (1985)",2006,"10.1152/japplphysiol.00945.2005","lead_author","Thomas MM","lead"
"96",28060035,"Etiology and Recovery of Neuromuscular Fatigue after Simulated Soccer Match Play","Thomas K, Dent J, Howatson G, Goodall S.","Med Sci Sports Exerc. 2017 May;49(5):955-964. doi: 10.1249/MSS.0000000000001196.","Med Sci Sports Exerc",2017,"10.1249/MSS.0000000000001196","lead_author","Thomas K","lead"
"97",18415118,"Neuromuscular fatigue is greater following highly variable versus constant intensity endurance cycling","Theurel J, Lepers R.","Eur J Appl Physiol. 2008 Jul;103(4):461-8. doi: 10.1007/s00421-008-0738-2.","Eur J Appl Physiol",2008,"10.1007/s00421-008-0738-2","lead_author","Theurel J","lead"
"98",23760468,"Does central fatigue explain reduced cycling after complete sleep deprivation?","Temesi J, Arnal PJ, Davranche K, Bonnefoy R, Levy P, Verges S, Millet GY.","Med Sci Sports Exerc. 2013 Dec;45(12):2243-53. doi: 10.1249/MSS.0b013e31829ce379.","Med Sci Sports Exerc",2013,"10.1249/MSS.0b013e31829ce379","lead_author","Temesi J","lead"
"99",18801954,"Point: the interpolated twitch does/does not provide a valid measure of the voluntary activation of muscle","Taylor JL.","J Appl Physiol (1985). 2009 Jul;107(1):354-5. doi: 10.1152/japplphysiol.91220.2008. Epub 2008 Sep 18.","J Appl Physiol (1985)",2009,"10.1152/japplphysiol.91220.2008","lead_author","Taylor JL","lead"
"100",18296068,"Voluntary activation of trapezius measured with twitch interpolation","Taylor JL, Olsen HB, Sjøgaard G, Søgaard K.","J Electromyogr Kinesiol. 2009 Aug;19(4):584-90. doi: 10.1016/j.jelekin.2008.01.001. Epub 2008 Mar 4.","J Electromyogr Kinesiol",2009,"10.1016/j.jelekin.2008.01.001","lead_author","Taylor JL","lead"
"101",16424068,"Exercise-induced abdominal muscle fatigue in healthy humans","Taylor BJ, How SC, Romer LM.","J Appl Physiol (1985). 2006 May;100(5):1554-62. doi: 10.1152/japplphysiol.01389.2005. Epub 2006 Jan 19.","J Appl Physiol (1985)",2006,"10.1152/japplphysiol.01389.2005","lead_author","Taylor BJ","lead"
"102",33247378,"Neuromuscular Function of the Knee Joint Following Knee Injuries: Does It Ever Get Back to Normal? A Systematic Review with Meta-Analyses","Tayfur B, Charuphongsa C, Morrissey D, Miller SC.","Sports Med. 2021 Feb;51(2):321-338. doi: 10.1007/s40279-020-01386-6.","Sports Med",2021,"10.1007/s40279-020-01386-6","lead_author","Tayfur B","lead"
"103",28387543,"Effect of 4-Aminopyridine on Genioglossus Muscle Activity during Sleep in Healthy Adults","Taranto-Montemurro L, Sands SA, Azarbarzin A, Marques M, de Melo CM, Edwards BA, Eckert DJ, Messineo L, White DP, Wellman A.","Ann Am Thorac Soc. 2017 Jul;14(7):1177-1183. doi: 10.1513/AnnalsATS.201701-006OC.","Ann Am Thorac Soc",2017,"10.1513/AnnalsATS.201701-006OC","lead_author","Taranto-Montemurro L","lead"
"104",18364531,"Quadriceps femoris muscle voluntary force and relaxation capacity in children with spastic diplegic cerebral palsy","Tammik K, Matlep M, Ereline J, Gapeyeva H, Pääsuke M.","Pediatr Exerc Sci. 2008 Feb;20(1):18-28. doi: 10.1123/pes.20.1.18.","Pediatr Exerc Sci",2008,"10.1123/pes.20.1.18","lead_author","Tammik K","lead"
"105",17545884,"Neuromuscular fatigue during sustained contractions performed in short-term hypoxia","Szubski C, Burtscher M, Löscher WN.","Med Sci Sports Exerc. 2007 Jun;39(6):948-54. doi: 10.1249/mss.0b013e3180479918.","Med Sci Sports Exerc",2007,"10.1249/mss.0b013e3180479918","lead_author","Szubski C","lead"
"106",31468171,"No acute effects of placebo or open-label placebo treatments on strength, voluntary activation, and neuromuscular fatigue","Swafford AP, Kwon DP, MacLennan RJ, Fukuda DH, Stout JR, Stock MS.","Eur J Appl Physiol. 2019 Oct;119(10):2327-2338. doi: 10.1007/s00421-019-04219-1. Epub 2019 Aug 29.","Eur J Appl Physiol",2019,"10.1007/s00421-019-04219-1","lead_author","Swafford AP","lead"
"107",27243914,"Simultaneous Knee Extensor Muscle Action Induces an Increase in Voluntary Force Generation of Plantar Flexor Muscles","Suzuki T, Shioda K, Kinugasa R, Fukashiro S.","J Strength Cond Res. 2017 Feb;31(2):365-371. doi: 10.1519/JSC.0000000000001513.","J Strength Cond Res",2017,"10.1519/JSC.0000000000001513","lead_author","Suzuki T","lead"
"108",11181617,"Effect of number of stimuli and timing of twitch application on variability in interpolated twitch torque","Suter E, Herzog W.","J Appl Physiol (1985). 2001 Mar;90(3):1036-40. doi: 10.1152/jappl.2001.90.3.1036.","J Appl Physiol (1985)",2001,"10.1152/jappl.2001.90.3.1036","lead_author","Suter E","lead"
"109",12206946,"Decrease in elbow flexor inhibition after cervical spine manipulation in patients with chronic neck pain","Suter E, McMorland G.","Clin Biomech (Bristol, Avon). 2002 Aug;17(7):541-4. doi: 10.1016/s0268-0033(02)00025-6.","Clin Biomech (Bristol, Avon)",2002,"10.1016/s0268-0033(02)00025-6","lead_author","Suter E","lead"
"110",29684529,"Effects of wrist position on reciprocal inhibition and cutaneous reflex amplitudes in forearm muscles","Sun Y, Zehr EP.","Neurosci Lett. 2018 Jun 11;677:37-43. doi: 10.1016/j.neulet.2018.04.031. Epub 2018 Apr 21.","Neurosci Lett",2018,"10.1016/j.neulet.2018.04.031","lead_author","Sun Y","lead"
"111",23791838,"Neurofeedback-mediated self-regulation of the dopaminergic midbrain","Sulzer J, Sitaram R, Blefari ML, Kollias S, Birbaumer N, Stephan KE, Luft A, Gassert R.","Neuroimage. 2013 Dec;83:817-25. doi: 10.1016/j.neuroimage.2013.05.115. Epub 2013 Jun 19.","Neuroimage",2013,"10.1016/j.neuroimage.2013.05.115","lead_author","Sulzer J","lead"
"112",17122381,"Muscle size, neuromuscular activation, and rapid force characteristics in elderly men and women: effects of unilateral long-term disuse due to hip-osteoarthritis","Suetta C, Aagaard P, Magnusson SP, Andersen LL, Sipilä S, Rosted A, Jakobsen AK, Duus B, Kjaer M.","J Appl Physiol (1985). 2007 Mar;102(3):942-8. doi: 10.1152/japplphysiol.00067.2006. Epub 2006 Nov 22.","J Appl Physiol (1985)",2007,"10.1152/japplphysiol.00067.2006","lead_author","Suetta C","lead"
"113",26173034,"Reproducibility of electromyographic and mechanical parameters of the triceps surae during submaximal and maximal plantar flexions","Stutzig N, Siebert T.","Muscle Nerve. 2016 Mar;53(3):464-70. doi: 10.1002/mus.24767. Epub 2016 Jan 5.","Muscle Nerve",2016,"10.1002/mus.24767","lead_author","Stutzig N","lead"
"114",24890377,"Influence of joint position on synergistic muscle activity after fatigue of a single muscle head","Stutzig N, Siebert T.","Muscle Nerve. 2015 Feb;51(2):259-67. doi: 10.1002/mus.24305.","Muscle Nerve",2015,"10.1002/mus.24305","lead_author","Stutzig N","lead"
"115",17487867,"Children are more susceptible to central fatigue than adults","Streckis V, Skurvydas A, Ratkevicius A.","Muscle Nerve. 2007 Sep;36(3):357-63. doi: 10.1002/mus.20816.","Muscle Nerve",2007,"10.1002/mus.20816","lead_author","Streckis V","lead"
"116",27990244,"Electrically and Hybrid-Induced Muscle Activations: Effects of Muscle Size and Fiber Type","Stratton K, Faghri PD.","Eur J Transl Myol. 2016 Jul 15;26(3):6163. doi: 10.4081/ejtm.2016.6163. eCollection 2016 Jun 13.","Eur J Transl Myol",2016,"10.4081/ejtm.2016.6163","lead_author","Stratton K","lead"
"117",27287053,"Leucine-enriched protein supplementation does not influence neuromuscular adaptations in response to a 6-month strength training programme in older adults","Stragier S, Baudry S, Poortmans J, Duchateau J, Carpentier A.","Exp Gerontol. 2016 Sep;82:58-66. doi: 10.1016/j.exger.2016.06.002. Epub 2016 Jun 7.","Exp Gerontol",2016,"10.1016/j.exger.2016.06.002","lead_author","Stragier S","lead"
"118",26263372,"Pacing Strategy, Muscle Fatigue, and Technique in 1500-m Speed-Skating and Cycling Time Trials","Stoter IK, MacIntosh BR, Fletcher JR, Pootz S, Zijdewind I, Hettinga FJ.","Int J Sports Physiol Perform. 2016 Apr;11(3):337-43. doi: 10.1123/ijspp.2014-0603. Epub 2015 Aug 10.","Int J Sports Physiol Perform",2016,"10.1123/ijspp.2014-0603","lead_author","Stoter IK","lead"
"119",18202569,"Effects of consecutive days of exercise and recovery on muscle mechanical function","Stewart RD, Duhamel TA, Rich S, Tupling AR, Green HJ.","Med Sci Sports Exerc. 2008 Feb;40(2):316-25. doi: 10.1249/mss.0b013e31815adf02.","Med Sci Sports Exerc",2008,"10.1249/mss.0b013e31815adf02","lead_author","Stewart RD","lead"
"120",17412790,"Protection of muscle membrane excitability during prolonged cycle exercise with glucose supplementation","Stewart RD, Duhamel TA, Foley KP, Ouyang J, Smith IC, Green HJ.","J Appl Physiol (1985). 2007 Jul;103(1):331-9. doi: 10.1152/japplphysiol.01170.2006. Epub 2007 Apr 5.","J Appl Physiol (1985)",2007,"10.1152/japplphysiol.01170.2006","lead_author","Stewart RD","lead"
"121",24577860,"Exercise-induced dehydration does not alter time trial or neuromuscular performance","Stewart CJ, Whyte DG, Cannon J, Wickham J, Marino FE.","Int J Sports Med. 2014 Aug;35(9):725-30. doi: 10.1055/s-0033-1364022. Epub 2014 Feb 27.","Int J Sports Med",2014,"10.1055/s-0033-1364022","lead_author","Stewart CJ","lead"
"122",16779833,"Relative contributions of muscle activation and muscle size to plantarflexor torque during rehabilitation after immobilization","Stevens JE, Pathare NC, Tillman SM, Scarborough MT, Gibbs CP, Shah P, Jayaraman A, Walter GA, Vandenborne K.","J Orthop Res. 2006 Aug;24(8):1729-36. doi: 10.1002/jor.20153.","J Orthop Res",2006,"10.1002/jor.20153","lead_author","Stevens JE","lead"
"123",14964588,"Neuromuscular electrical stimulation for quadriceps muscle strengthening after bilateral total knee arthroplasty: a case series","Stevens JE, Mizner RL, Snyder-Mackler L.","J Orthop Sports Phys Ther. 2004 Jan;34(1):21-9. doi: 10.2519/jospt.2004.34.1.21.","J Orthop Sports Phys Ther",2004,"10.2519/jospt.2004.34.1.21","lead_author","Stevens JE","lead"
"124",12919862,"Quadriceps strength and volitional activation before and after total knee arthroplasty for osteoarthritis","Stevens JE, Mizner RL, Snyder-Mackler L.","J Orthop Res. 2003 Sep;21(5):775-9. doi: 10.1016/S0736-0266(03)00052-4.","J Orthop Res",2003,"10.1016/S0736-0266(03)00052-4","lead_author","Stevens JE","lead"
"125",12440357,"Electrical stimulation for therapy and mobility after spinal cord injury","Stein RB, Chong SL, James KB, Kido A, Bell GJ, Tubman LA, Bélanger M.","Prog Brain Res. 2002;137:27-34. doi: 10.1016/s0079-6123(02)37005-5.","Prog Brain Res",2002,"10.1016/s0079-6123(02)37005-5","lead_author","Stein RB","lead"
"126",12485782,"A wheelchair modified for leg propulsion using voluntary activity or electrical stimulation","Stein RB, Roetenberg D, Chong SL, James KB.","Med Eng Phys. 2003 Jan;25(1):11-9. doi: 10.1016/s1350-4533(02)00116-9.","Med Eng Phys",2003,"10.1016/s1350-4533(02)00116-9","lead_author","Stein RB","lead"
"127",22138253,"Mechanisms underlying muscle fatigue differ between multiple sclerosis patients and controls: a combined electrophysiological and neuroimaging study","Steens A, Heersema DJ, Maurits NM, Renken RJ, Zijdewind I.","Neuroimage. 2012 Feb 15;59(4):3110-8. doi: 10.1016/j.neuroimage.2011.11.038. Epub 2011 Nov 21.","Neuroimage",2012,"10.1016/j.neuroimage.2011.11.038","lead_author","Steens A","lead"
"128",29614693,"Problems in Comparing Jitter Values Obtained with Voluntary Activation and Electrical Stimulation","Stålberg E, Kouyoumdjian JA, Paiva GP, Yanaze LL, Sanders DB.","J Neuromuscul Dis. 2018;5(2):225-230. doi: 10.3233/JND-170289.","J Neuromuscul Dis",2018,"10.3233/JND-170289","lead_author","Stålberg E","lead"
"129",29017138,"Pitfalls and errors in measuring jitter","Stålberg E, Sanders DB, Kouyoumdjian JA.","Clin Neurophysiol. 2017 Nov;128(11):2233-2241. doi: 10.1016/j.clinph.2017.09.001. Epub 2017 Sep 21.","Clin Neurophysiol",2017,"10.1016/j.clinph.2017.09.001","lead_author","Stålberg E","lead"
"130",26112058,"Reference values for jitter recorded by concentric needle electrodes in healthy controls: A multicenter study","Stålberg E, Sanders DB, Ali S, Cooray G, Leonardis L, Löseth S, Machado F, Maldonado A, Martinez-Aparicio C, Sandberg A, Smith B, Widenfalk J, Aris Kouyoumdjian J.","Muscle Nerve. 2016 Mar;53(3):351-62. doi: 10.1002/mus.24750. Epub 2015 Nov 13.","Muscle Nerve",2016,"10.1002/mus.24750","lead_author","Stålberg E","lead"
