PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25477862","Voluntary Activation is Reduced in Both the More- and Less-Affected Upper Limbs after Unilateral Stroke","Bowden JL, Taylor JL, McNulty PA.","Front Neurol. 2014 Nov 19;5:239. doi: 10.3389/fneur.2014.00239. eCollection 2014.","Bowden JL","Front Neurol","2014","2014/12/06","PMC4237055","","10.3389/fneur.2014.00239"
"31352459","Assessment of Central Drive to the Diaphragm by Twitch Interpolation: Normal Values, Theoretical Considerations, and Future Directions","Spiesshoefer J, Henke C, Herkenrath S, Randerath W, Brix T, Young P, Boentert M.","Respiration. 2019;98(4):283-293. doi: 10.1159/000500726. Epub 2019 Jul 26.","Spiesshoefer J","Respiration","2019","2019/07/29","","","10.1159/000500726"
"34350481","Fatigue, pain, and the recovery of neuromuscular function after consecutive days of full-body resistance exercise in trained men","Marshall PW, Melville GW, Cross R, Marquez J, Harrison I, Enoka RM.","Eur J Appl Physiol. 2021 Nov;121(11):3103-3116. doi: 10.1007/s00421-021-04777-3. Epub 2021 Aug 4.","Marshall PW","Eur J Appl Physiol","2021","2021/08/05","","","10.1007/s00421-021-04777-3"
"19768762","Voluntary activation in the triceps brachii at short and long muscle lengths","Cheng AJ, Rice CL.","Muscle Nerve. 2010 Jan;41(1):63-70. doi: 10.1002/mus.21447.","Cheng AJ","Muscle Nerve","2010","2009/09/22","","","10.1002/mus.21447"
"29701482","Neuromuscular fatigue during repeated sprint exercise: underlying physiology and methodological considerations","Collins BW, Pearcey GEP, Buckle NCM, Power KE, Button DC.","Appl Physiol Nutr Metab. 2018 Nov;43(11):1166-1175. doi: 10.1139/apnm-2018-0080. Epub 2018 Apr 27.","Collins BW","Appl Physiol Nutr Metab","2018","2018/04/28","","","10.1139/apnm-2018-0080"
"11764420","Effects of reconstruction of the anterior cruciate ligament on voluntary activation of quadriceps femoris a prospective twitch interpolation study","Urbach D, Nebelung W, Becker R, Awiszus F.","J Bone Joint Surg Br. 2001 Nov;83(8):1104-10. doi: 10.1302/0301-620x.83b8.11618.","Urbach D","J Bone Joint Surg Br","2001","2002/01/05","","","10.1302/0301-620x.83b8.11618"
"26990615","Validity of the twitch interpolation technique for the assessment of quadriceps neuromuscular asymmetries","Maffiuletti NA, Barbero M, Cescon C, Clijsen R, Beretta-Piccoli M, Schneebeli A, Preiss S, Togninalli D.","J Electromyogr Kinesiol. 2016 Jun;28:31-6. doi: 10.1016/j.jelekin.2016.03.002. Epub 2016 Mar 9.","Maffiuletti NA","J Electromyogr Kinesiol","2016","2016/03/19","","","10.1016/j.jelekin.2016.03.002"
"29614693","Problems in Comparing Jitter Values Obtained with Voluntary Activation and Electrical Stimulation","Stålberg E, Kouyoumdjian JA, Paiva GP, Yanaze LL, Sanders DB.","J Neuromuscul Dis. 2018;5(2):225-230. doi: 10.3233/JND-170289.","Stålberg E","J Neuromuscul Dis","2018","2018/04/05","","","10.3233/JND-170289"
"33600280","Estimation of maximal muscle electromyographic activity from the relationship between muscle activity and voluntary activation","Kishimoto KC, Héroux ME, Gandevia SC, Butler JE, Diong J.","J Appl Physiol (1985). 2021 May 1;130(5):1352-1361. doi: 10.1152/japplphysiol.00557.2020. Epub 2021 Feb 18.","Kishimoto KC","J Appl Physiol (1985)","2021","2021/02/18","","","10.1152/japplphysiol.00557.2020"
"34844033","A voluntary activation deficit in m. abductor hallucis exists in asymptomatic feet","Pérez Olivera AL, Solan MC, Karamanidis K, Mileva KN, James DC.","J Biomech. 2022 Jan;130:110863. doi: 10.1016/j.jbiomech.2021.110863. Epub 2021 Nov 12.","Pérez Olivera AL","J Biomech","2022","2021/11/29","","","10.1016/j.jbiomech.2021.110863"
"25766509","Plyometric training improves voluntary activation and strength during isometric, concentric and eccentric contractions","Behrens M, Mau-Moeller A, Mueller K, Heise S, Gube M, Beuster N, Herlyn PK, Fischer DC, Bruhn S.","J Sci Med Sport. 2016 Feb;19(2):170-6. doi: 10.1016/j.jsams.2015.01.011. Epub 2015 Feb 4.","Behrens M","J Sci Med Sport","2016","2015/03/14","","","10.1016/j.jsams.2015.01.011"
"33296980","Impaired central drive to plantarflexors and minimal ankle proprioceptive deficit in people with multiple sclerosis","Djajadikarta ZJ, Dongés SC, Brooks J, Kennedy DS, Gandevia SC, Taylor JL.","Mult Scler Relat Disord. 2020 Nov;46:102584. doi: 10.1016/j.msard.2020.102584. Epub 2020 Oct 14.","Djajadikarta ZJ","Mult Scler Relat Disord","2020","2020/12/10","","","10.1016/j.msard.2020.102584"
"16541370","Plantar flexion torque as a function of time of day","Guette M, Gondin J, Martin A, Pérot C, Van Hoecke J.","Int J Sports Med. 2006 Mar;27(3):171-7. doi: 10.1055/s-2005-837618.","Guette M","Int J Sports Med","2006","2006/03/17","","","10.1055/s-2005-837618"
"18342865","Effect of voluntary activation on age-related muscle fatigue resistance","Mademli L, Arampatzis A.","J Biomech. 2008;41(6):1229-35. doi: 10.1016/j.jbiomech.2008.01.019. Epub 2008 Mar 14.","Mademli L","J Biomech","2008","2008/03/18","","","10.1016/j.jbiomech.2008.01.019"
"25033264","Aspects of respiratory muscle fatigue in a mountain ultramarathon race","Wüthrich TU, Marty J, Kerherve H, Millet GY, Verges S, Spengler CM.","Med Sci Sports Exerc. 2015 Mar;47(3):519-27. doi: 10.1249/MSS.0000000000000449.","Wüthrich TU","Med Sci Sports Exerc","2015","2014/07/18","","","10.1249/MSS.0000000000000449"
"17357793","Conventionally assessed voluntary activation does not represent relative voluntary torque production","Kooistra RD, de Ruiter CJ, de Haan A.","Eur J Appl Physiol. 2007 Jun;100(3):309-20. doi: 10.1007/s00421-007-0425-8. Epub 2007 Mar 15.","Kooistra RD","Eur J Appl Physiol","2007","2007/03/16","PMC1914240","","10.1007/s00421-007-0425-8"
"31744401","Neuromuscular performance after rapid weight loss in Olympic-style boxers","Zubac D, Šimunič B, Buoite Stella A, Morrison SA.","Eur J Sport Sci. 2020 Sep;20(8):1051-1060. doi: 10.1080/17461391.2019.1695954. Epub 2019 Dec 2.","Zubac D","Eur J Sport Sci","2020","2019/11/21","","","10.1080/17461391.2019.1695954"
"31900129","Specific motor cortex hypoexcitability and hypoactivation in COPD patients with peripheral muscle weakness","Alexandre F, Héraud N, Tremey E, Oliver N, Bourgouin D, Varray A.","BMC Pulm Med. 2020 Jan 3;20(1):1. doi: 10.1186/s12890-019-1042-0.","Alexandre F","BMC Pulm Med","2020","2020/01/05","PMC6942311","","10.1186/s12890-019-1042-0"
"29202270","Effects of neuromuscular electrical stimulation on contralateral quadriceps function","Cattagni T, Lepers R, Maffiuletti NA.","J Electromyogr Kinesiol. 2018 Feb;38:111-118. doi: 10.1016/j.jelekin.2017.11.013. Epub 2017 Nov 28.","Cattagni T","J Electromyogr Kinesiol","2018","2017/12/05","","","10.1016/j.jelekin.2017.11.013"
"31025549","The effect of IPC on central and peripheral fatiguing mechanisms in humans following maximal single limb isokinetic exercise","Halley SL, Marshall P, Siegler JC.","Physiol Rep. 2019 Apr;7(8):e14063. doi: 10.14814/phy2.14063.","Halley SL","Physiol Rep","2019","2019/04/27","PMC6483935","","10.14814/phy2.14063"
"23669820","Optimal stimulation parameters to detect deficits in quadriceps voluntary activation","Grindstaff TL, Threlkeld AJ.","J Strength Cond Res. 2014 Feb;28(2):381-9. doi: 10.1519/JSC.0b013e3182986d5f.","Grindstaff TL","J Strength Cond Res","2014","2013/05/15","","","10.1519/JSC.0b013e3182986d5f"
"27108183","Neuromuscular function in different stages of sarcopenia","Morat T, Gilmore KJ, Rice CL.","Exp Gerontol. 2016 Aug;81:28-36. doi: 10.1016/j.exger.2016.04.014. Epub 2016 Apr 20.","Morat T","Exp Gerontol","2016","2016/04/25","","","10.1016/j.exger.2016.04.014"
"21831667","Voluntary activation deficits of the infraspinatus present as a consequence of pitching-induced fatigue","Gandhi J, ElAttrache NS, Kaufman KR, Hurd WJ.","J Shoulder Elbow Surg. 2012 May;21(5):625-30. doi: 10.1016/j.jse.2011.04.012. Epub 2011 Aug 10.","Gandhi J","J Shoulder Elbow Surg","2012","2011/08/12","PMC3910170","NIHMS547646","10.1016/j.jse.2011.04.012"
"23722110","Velocity-specific strength recovery after a second bout of eccentric exercise","Barss TS, Magnus CR, Clarke N, Lanovaz JL, Chilibeck PD, Kontulainen SA, Arnold BE, Farthing JP.","J Strength Cond Res. 2014 Feb;28(2):339-49. doi: 10.1519/JSC.0b013e31829d23dd.","Barss TS","J Strength Cond Res","2014","2013/06/01","","","10.1519/JSC.0b013e31829d23dd"
"28144695","Greater intracortical inhibition associates with lower quadriceps voluntary activation in individuals with ACL reconstruction","Luc-Harkey BA, Harkey MS, Pamukoff DN, Kim RH, Royal TK, Blackburn JT, Spang JT, Pietrosimone B.","Exp Brain Res. 2017 Apr;235(4):1129-1137. doi: 10.1007/s00221-017-4877-8. Epub 2017 Jan 31.","Luc-Harkey BA","Exp Brain Res","2017","2017/02/02","","","10.1007/s00221-017-4877-8"
"16798011","Methodological issues with the interpolated twitch technique","Folland JP, Williams AG.","J Electromyogr Kinesiol. 2007 Jun;17(3):317-27. doi: 10.1016/j.jelekin.2006.04.008. Epub 2006 Jun 23.","Folland JP","J Electromyogr Kinesiol","2007","2006/06/27","","","10.1016/j.jelekin.2006.04.008"
"19528848","Effect of an acute bout of plyometric exercise on neuromuscular fatigue and recovery in recreational athletes","Drinkwater EJ, Lane T, Cannon J.","J Strength Cond Res. 2009 Jul;23(4):1181-6. doi: 10.1519/JSC.0b013e31819b79aa.","Drinkwater EJ","J Strength Cond Res","2009","2009/06/17","","","10.1519/JSC.0b013e31819b79aa"
"19946699","Voluntary activation of the ankle plantar flexors following whole-body vibration","Pellegrini MJ, Lythgo ND, Morgan DL, Galea MP.","Eur J Appl Physiol. 2010 Mar;108(5):927-34. doi: 10.1007/s00421-009-1304-2. Epub 2009 Nov 28.","Pellegrini MJ","Eur J Appl Physiol","2010","2009/12/01","","","10.1007/s00421-009-1304-2"
"15946963","Maximal force, voluntary activation and muscle soreness after eccentric damage to human elbow flexor muscles","Prasartwuth O, Taylor JL, Gandevia SC.","J Physiol. 2005 Aug 15;567(Pt 1):337-48. doi: 10.1113/jphysiol.2005.087767. Epub 2005 Jun 9.","Prasartwuth O","J Physiol","2005","2005/06/11","PMC1474152","","10.1113/jphysiol.2005.087767"
"31605203","Impact of stimulation frequency on neuromuscular fatigue","Vitry F, Martin A, Papaiordanidou M.","Eur J Appl Physiol. 2019 Dec;119(11-12):2609-2616. doi: 10.1007/s00421-019-04239-x. Epub 2019 Oct 11.","Vitry F","Eur J Appl Physiol","2019","2019/10/13","","","10.1007/s00421-019-04239-x"
"31342612","Neuromuscular characteristics in trained vs. sedentary male adults with intellectual disability","Zghal F, Borji R, Colson SS, Sahli S, Rebai H.","J Intellect Disabil Res. 2019 Nov;63(11):1334-1345. doi: 10.1111/jir.12674. Epub 2019 Jul 24.","Zghal F","J Intellect Disabil Res","2019","2019/07/26","","","10.1111/jir.12674"
"22706942","Sex differences in quadriceps strength in OA","Berger MJ, McKenzie CA, Chess DG, Goela A, Doherty TJ.","Int J Sports Med. 2012 Nov;33(11):926-33. doi: 10.1055/s-0032-1311587. Epub 2012 Jun 15.","Berger MJ","Int J Sports Med","2012","2012/06/19","","","10.1055/s-0032-1311587"
"28979211","Maximal Voluntary Activation of the Elbow Flexors Is under Predicted by Transcranial Magnetic Stimulation Compared to Motor Point Stimulation Prior to and Following Muscle Fatigue","Cadigan EWJ, Collins BW, Philpott DTG, Kippenhuck G, Brenton M, Button DC.","Front Physiol. 2017 Sep 20;8:707. doi: 10.3389/fphys.2017.00707. eCollection 2017.","Cadigan EWJ","Front Physiol","2017","2017/10/06","PMC5611415","","10.3389/fphys.2017.00707"
"33677460","The Effect of Anodal Transcranial Direct Current Stimulation on Quadriceps Maximal Voluntary Contraction, Corticospinal Excitability, and Voluntary Activation Levels","Kristiansen M, Thomsen MJ, Nørgaard J, Aaes J, Knudsen D, Voigt M.","J Strength Cond Res. 2021 Mar 3. doi: 10.1519/JSC.0000000000003710. Online ahead of print.","Kristiansen M","J Strength Cond Res","2021","2021/03/07","","","10.1519/JSC.0000000000003710"
"31545155","Torque gains and neural adaptations following low-intensity motor nerve electrical stimulation training","Vitry F, Martin A, Papaiordanidou M.","J Appl Physiol (1985). 2019 Nov 1;127(5):1469-1477. doi: 10.1152/japplphysiol.00513.2019. Epub 2019 Sep 23.","Vitry F","J Appl Physiol (1985)","2019","2019/09/24","","","10.1152/japplphysiol.00513.2019"
"19190483","Voluntary activation of the knee extensors in chronic poststroke subjects","Miller M, Flansbjer UB, Lexell J.","Am J Phys Med Rehabil. 2009 Apr;88(4):286-91. doi: 10.1097/PHM.0b013e318198b569.","Miller M","Am J Phys Med Rehabil","2009","2009/02/05","","","10.1097/PHM.0b013e318198b569"
"33044332","Strength Training: In Search of Optimal Strategies to Maximize Neuromuscular Performance","Duchateau J, Stragier S, Baudry S, Carpentier A.","Exerc Sport Sci Rev. 2021 Jan;49(1):2-14. doi: 10.1249/JES.0000000000000234.","Duchateau J","Exerc Sport Sci Rev","2021","2020/10/12","","","10.1249/JES.0000000000000234"
"26597088","Measuring voluntary quadriceps activation: Effect of visual feedback and stimulus delivery","Luc BA, Harkey MH, Arguelles GD, Blackburn JT, Ryan ED, Pietrosimone B.","J Electromyogr Kinesiol. 2016 Feb;26:73-81. doi: 10.1016/j.jelekin.2015.10.006. Epub 2015 Nov 2.","Luc BA","J Electromyogr Kinesiol","2016","2015/11/25","","","10.1016/j.jelekin.2015.10.006"
"28642711","Weekly Time Course of Neuro-Muscular Adaptation to Intensive Strength Training","Brown N, Bubeck D, Haeufle DFB, Weickenmeier J, Kuhl E, Alt W, Schmitt S.","Front Physiol. 2017 Jun 8;8:329. doi: 10.3389/fphys.2017.00329. eCollection 2017.","Brown N","Front Physiol","2017","2017/06/24","PMC5462902","","10.3389/fphys.2017.00329"
"29696675","Anodal and cathodal transcranial direct current stimulation can decrease force output of knee extensors during an intermittent MVC fatiguing task in young healthy male participants","Giboin LS, Gruber M.","J Neurosci Res. 2018 Sep;96(9):1600-1609. doi: 10.1002/jnr.24254. Epub 2018 Apr 26.","Giboin LS","J Neurosci Res","2018","2018/04/27","","","10.1002/jnr.24254"
"33186411","Acute effect of tendon vibration applied during isometric contraction at two knee angles on maximal knee extension force production","Harnie J, Cattagni T, Cornu C, McNair P, Jubeau M.","PLoS One. 2020 Nov 13;15(11):e0242324. doi: 10.1371/journal.pone.0242324. eCollection 2020.","Harnie J","PLoS One","2020","2020/11/13","PMC7665630","","10.1371/journal.pone.0242324"
"28385918","Eight weeks of local vibration training increases dorsiflexor muscle cortical voluntary activation","Souron R, Farabet A, Féasson L, Belli A, Millet GY, Lapole T.","J Appl Physiol (1985). 2017 Jun 1;122(6):1504-1515. doi: 10.1152/japplphysiol.00793.2016. Epub 2017 Apr 6.","Souron R","J Appl Physiol (1985)","2017","2017/04/08","","","10.1152/japplphysiol.00793.2016"
"24152706","The effect of creatine loading on neuromuscular fatigue in women","Smith-Ryan AE, Ryan ED, Fukuda DH, Costa PB, Cramer JT, Stout JR.","Med Sci Sports Exerc. 2014;46(5):990-7. doi: 10.1249/MSS.0000000000000194.","Smith-Ryan AE","Med Sci Sports Exerc","2014","2013/10/25","","","10.1249/MSS.0000000000000194"
"21455614","Neuromuscular performance of paretic versus non-paretic plantar flexors after stroke","Fimland MS, Moen PM, Hill T, Gjellesvik TI, Tørhaug T, Helgerud J, Hoff J.","Eur J Appl Physiol. 2011 Dec;111(12):3041-9. doi: 10.1007/s00421-011-1934-z. Epub 2011 Apr 1.","Fimland MS","Eur J Appl Physiol","2011","2011/04/02","PMC3218282","","10.1007/s00421-011-1934-z"
"27090485","Voluntary muscle activation improves with power training and is associated with changes in gait speed in mobility-limited older adults - A randomized controlled trial","Hvid LG, Strotmeyer ES, Skjødt M, Magnussen LV, Andersen M, Caserotti P.","Exp Gerontol. 2016 Jul;80:51-6. doi: 10.1016/j.exger.2016.03.018. Epub 2016 Apr 14.","Hvid LG","Exp Gerontol","2016","2016/04/20","","","10.1016/j.exger.2016.03.018"
"32636011","Carbon dioxide hydrate as a recovery tool after fatigue of the plantar flexors","Hirata K, Tanimoto H, Sato S, Hirata N, Imaizumi N, Sugihara Y, Murakami H, Akagi R.","J Biomech. 2020 Jul 17;108:109900. doi: 10.1016/j.jbiomech.2020.109900. Epub 2020 Jun 21.","Hirata K","J Biomech","2020","2020/07/09","","","10.1016/j.jbiomech.2020.109900"
"24150083","Magnetic versus electrical stimulation in the interpolation twitch technique of elbow flexors","Lampropoulou SI, Nowicky AV, Marston L.","J Sports Sci Med. 2012 Dec 1;11(4):709-18. eCollection 2012.","Lampropoulou SI","J Sports Sci Med","2012","2013/10/24","PMC3763319","",""
"22138253","Mechanisms underlying muscle fatigue differ between multiple sclerosis patients and controls: a combined electrophysiological and neuroimaging study","Steens A, Heersema DJ, Maurits NM, Renken RJ, Zijdewind I.","Neuroimage. 2012 Feb 15;59(4):3110-8. doi: 10.1016/j.neuroimage.2011.11.038. Epub 2011 Nov 21.","Steens A","Neuroimage","2012","2011/12/06","","","10.1016/j.neuroimage.2011.11.038"
"29534507","Carbohydrate Mouth Rinse Fails to Improve Four-Kilometer Cycling Time Trial Performance","Pires FO, Brietzke C, Pinheiro FA, Veras K, de Mattos ECT, Rodacki ALF, Ugrinowitsch C.","Nutrients. 2018 Mar 12;10(3):342. doi: 10.3390/nu10030342.","Pires FO","Nutrients","2018","2018/03/15","PMC5872760","","10.3390/nu10030342"
"25969895","Caffeine-induced increase in voluntary activation and strength of the quadriceps muscle during isometric, concentric and eccentric contractions","Behrens M, Mau-Moeller A, Weippert M, Fuhrmann J, Wegner K, Skripitz R, Bader R, Bruhn S.","Sci Rep. 2015 May 13;5:10209. doi: 10.1038/srep10209.","Behrens M","Sci Rep","2015","2015/05/14","PMC4429543","","10.1038/srep10209"
"29859322","Acute hypercapnia does not alter voluntary drive to the diaphragm in healthy humans","Wan HY, Stickford JL, Kitano K, Manz WJ, Koceja DM, Chapman RF, Stager JM.","Respir Physiol Neurobiol. 2018 Dec;258:60-68. doi: 10.1016/j.resp.2018.05.012. Epub 2018 May 30.","Wan HY","Respir Physiol Neurobiol","2018","2018/06/03","","","10.1016/j.resp.2018.05.012"
"16424071","Central excitability does not limit postfatigue voluntary activation of quadriceps femoris","Kalmar JM, Cafarelli E.","J Appl Physiol (1985). 2006 Jun;100(6):1757-64. doi: 10.1152/japplphysiol.01347.2005. Epub 2006 Jan 19.","Kalmar JM","J Appl Physiol (1985)","2006","2006/01/21","","","10.1152/japplphysiol.01347.2005"
